transaction_id,customer_id,account_id,account_age_days,customer_risk_score,kyc_status,transaction_amount,transaction_datetime,transaction_type,transaction_channel,merchant_id,merchant_category,currency,is_international,transaction_city,transaction_state,ip_address,device_id,device_type,geo_distance_from_last_txn_km,location_match_with_profile,txn_count_last_1hr,txn_count_last_24hr,avg_txn_amount_last_7days,current_vs_avg_amount_ratio,failed_login_attempts,is_night_transaction,receiver_id,receiver_bank,receiver_account_type,relationship_with_customer,fraud,fraud_type,report_source
TXN002018,CUST792,ACC62726,774,57,verified,131805,2025-01-01 04:29:00,pos,pos,MRC6791,Food,INR,no,Noida,UP,103.216.85.65,DEV_12882,Android,11.4,yes,7,24,17323,7.61,5,no,RCV5400,HDFC,Wallet,High-risk,yes,Card theft,customer_complaint
TXN002019,CUST269,ACC32211,687,72,verified,15816,2025-01-10 06:45:00,imps,atm,MRC3279,Clothing,INR,no,Delhi,DL,103.212.197.224,DEV_33039,Android,24.27,yes,3,16,18945,0.83,4,yes,RCV6255,KOTAK,Current,Unknown,no,none,none
TXN002020,CUST455,ACC39480,1330,86,verified,91436,2025-02-09 09:32:00,upi,atm,MRC3490,Grocery,INR,no,Chandigarh,CH,103.41.237.53,DEV_24036,iOS,152.31,yes,4,17,28083,3.26,2,no,RCV9804,KOTAK,Current,High-risk,no,none,none
TXN002021,CUST290,ACC57780,1459,98,verified,148804,2025-01-13 04:18:00,neft,internet,MRC6702,Clothing,INR,no,Indore,MP,103.66.63.23,DEV_15560,Web,3.08,yes,1,28,5673,26.23,4,no,RCV7855,AXIS,Wallet,High-risk,no,none,none
TXN002022,CUST766,ACC67138,1682,40,verified,17466,2025-02-03 20:17:00,debit,atm,MRC9504,Food,INR,yes,Mumbai,MH,103.11.68.213,DEV_99825,iOS,137.17,yes,6,23,19415,0.9,3,no,RCV3667,SBI,Savings,Unknown,no,none,none
TXN002023,CUST521,ACC52503,800,28,verified,166450,2025-02-08 21:28:00,atm,internet,MRC9392,Clothing,INR,no,Gurgaon,HR,103.83.224.195,DEV_33445,iOS,109.18,yes,8,6,7291,22.83,4,no,RCV5694,ICICI,Current,Known,no,none,none
TXN002024,CUST799,ACC67893,1367,36,incomplete,85870,2025-02-09 00:07:00,credit,mobile,MRC9194,Grocery,INR,no,Kolkata,WB,103.153.15.211,DEV_38091,iOS,11.33,yes,6,30,24973,3.44,1,no,RCV9499,SBI,Savings,Known,no,none,none
TXN002025,CUST106,ACC56193,1556,56,verified,20477,2025-01-22 03:48:00,credit,internet,MRC9095,Fuel,INR,no,Nagpur,MH,103.227.146.30,DEV_38190,iOS,64.51,no,4,2,14837,1.38,3,no,RCV8370,HDFC,Wallet,High-risk,no,none,none
TXN002026,CUST232,ACC71358,592,47,verified,114020,2025-01-17 20:44:00,debit,mobile,MRC6262,Travel,INR,no,Mumbai,MH,103.107.2.78,DEV_92255,Web,127.86,no,1,14,25363,4.5,3,yes,RCV6693,BOB,Current,Unknown,no,none,none
TXN002027,CUST846,ACC90857,680,71,verified,99393,2025-01-23 17:44:00,neft,pos,MRC9328,Food,INR,no,Kolkata,WB,103.240.247.54,DEV_59651,Web,12.21,yes,7,1,27482,3.62,4,yes,RCV2877,AXIS,Current,New,no,none,none
TXN002028,CUST656,ACC88182,1761,40,verified,67252,2025-01-16 07:00:00,neft,mobile,MRC8760,Clothing,INR,no,Jaipur,RJ,103.138.15.114,DEV_76274,Android,20.87,yes,3,33,27850,2.41,5,no,RCV6613,SBI,Wallet,Known,no,none,none
TXN002029,CUST925,ACC32117,547,59,verified,96786,2025-01-05 16:52:00,credit,branch,MRC2179,Fuel,INR,no,Kolkata,WB,103.174.38.232,DEV_71000,iOS,4.12,yes,2,35,14960,6.47,2,no,RCV5870,ICICI,Current,High-risk,no,none,none
TXN002030,CUST860,ACC69056,1831,43,incomplete,187345,2025-01-25 09:16:00,neft,atm,MRC2964,Food,INR,no,Hyderabad,TS,103.106.118.51,DEV_81360,iOS,122.0,yes,3,6,14674,12.77,4,no,RCV6265,ICICI,Wallet,Known,no,none,none
TXN002031,CUST130,ACC68706,1195,92,verified,8716,2025-02-06 01:03:00,upi,mobile,MRC2804,Electronics,INR,no,Indore,MP,103.110.128.159,DEV_43494,Android,51.91,yes,0,8,20058,0.43,2,no,RCV5399,BOB,Current,Unknown,no,none,none
TXN002032,CUST634,ACC80429,439,66,verified,140794,2025-01-30 19:43:00,pos,branch,MRC1049,Bills,INR,no,Delhi,DL,103.120.71.18,DEV_95713,Web,159.63,no,8,31,24847,5.67,1,no,RCV3779,AXIS,Wallet,New,no,none,none
TXN002033,CUST525,ACC19476,1647,9,verified,83655,2025-01-27 23:06:00,credit,branch,MRC6541,Travel,INR,no,Chennai,TN,103.186.89.168,DEV_75795,iOS,112.19,no,6,30,22603,3.7,3,yes,RCV1909,HDFC,Current,High-risk,no,none,none
TXN002034,CUST493,ACC92806,1102,6,pending,45260,2025-01-04 03:22:00,upi,atm,MRC9996,Clothing,INR,no,Chennai,TN,103.212.115.213,DEV_26649,iOS,114.97,no,7,23,28822,1.57,1,no,RCV8556,AXIS,Wallet,Unknown,no,none,none
TXN002035,CUST771,ACC65006,142,65,verified,39263,2025-01-02 12:03:00,upi,internet,MRC8656,Food,INR,no,Jaipur,RJ,103.237.10.198,DEV_76330,iOS,38.79,yes,4,1,5029,7.81,1,no,RCV3540,HDFC,Current,Unknown,no,none,none
TXN002036,CUST462,ACC97238,198,3,verified,103622,2025-02-05 17:15:00,credit,branch,MRC9607,Online Marketplace,INR,no,Bengaluru,KA,103.197.152.95,DEV_26494,iOS,73.29,yes,3,10,9782,10.59,2,no,RCV2131,AXIS,Current,Unknown,no,none,none
TXN002037,CUST536,ACC79918,1756,74,verified,79212,2025-02-02 09:22:00,pos,mobile,MRC8607,Clothing,INR,no,Delhi,DL,103.160.94.143,DEV_86033,Web,104.62,yes,8,1,10829,7.31,1,no,RCV4217,AXIS,Wallet,Known,no,none,none
TXN002038,CUST769,ACC73155,1788,37,verified,70887,2025-02-08 09:48:00,debit,atm,MRC2638,Bills,INR,no,Noida,UP,103.163.16.172,DEV_94534,Android,320.52,no,4,7,24604,2.88,4,no,RCV9144,AXIS,Current,Unknown,no,none,none
TXN002039,CUST650,ACC77321,1711,87,verified,177450,2025-01-11 19:37:00,atm,mobile,MRC9986,Electronics,INR,no,Mumbai,MH,103.153.150.227,DEV_95480,Android,48.9,yes,6,2,22187,8.0,5,no,RCV1255,SBI,Savings,High-risk,no,none,none
TXN002040,CUST181,ACC55798,1957,33,verified,154591,2025-01-03 21:23:00,debit,internet,MRC9754,Electronics,INR,no,Delhi,DL,103.172.240.174,DEV_78231,iOS,179.16,yes,6,19,8769,17.63,1,no,RCV1916,KOTAK,Savings,High-risk,no,none,none
TXN002041,CUST455,ACC87271,1955,9,verified,94716,2025-01-31 09:10:00,imps,atm,MRC3735,Fuel,INR,no,Delhi,DL,103.240.183.10,DEV_77854,iOS,80.28,yes,4,8,10359,9.14,1,no,RCV6875,BOB,Savings,Known,no,none,none
TXN002042,CUST357,ACC40177,582,53,pending,158749,2025-01-11 12:52:00,imps,branch,MRC9007,Online Marketplace,INR,no,Mumbai,MH,103.115.233.114,DEV_13132,Web,13.6,no,7,10,16134,9.84,2,no,RCV5961,KOTAK,Wallet,High-risk,no,none,none
TXN002043,CUST817,ACC92215,1907,77,verified,166729,2025-01-26 20:54:00,upi,mobile,MRC6842,Electronics,INR,no,Jaipur,RJ,103.29.24.97,DEV_48022,iOS,69.54,yes,0,27,16735,9.96,5,yes,RCV4253,ICICI,Savings,New,no,none,none
TXN002044,CUST688,ACC53013,288,92,verified,153817,2025-01-10 22:15:00,upi,mobile,MRC6469,Clothing,INR,no,Chandigarh,CH,103.107.148.129,DEV_22668,iOS,297.33,yes,1,25,4467,34.43,4,no,RCV4071,SBI,Current,Known,no,none,none
TXN002045,CUST623,ACC92600,1463,51,incomplete,175688,2025-01-10 12:57:00,debit,branch,MRC9969,Online Marketplace,INR,no,Jaipur,RJ,103.194.4.172,DEV_53485,iOS,8.5,yes,1,23,11900,14.76,1,no,RCV9574,HDFC,Savings,New,yes,Mule account,system_alert
TXN002046,CUST394,ACC63450,1658,71,verified,15406,2025-01-08 12:53:00,pos,branch,MRC5701,Fuel,INR,no,Surat,GJ,103.65.222.191,DEV_12711,Android,29.15,yes,3,36,26072,0.59,2,no,RCV5550,SBI,Current,New,no,none,none
TXN002047,CUST323,ACC57928,551,26,verified,28068,2025-01-30 19:26:00,debit,internet,MRC8560,Grocery,INR,no,Chandigarh,CH,103.22.205.145,DEV_91939,Web,2.16,no,8,12,18424,1.52,1,no,RCV4089,AXIS,Current,Known,no,none,none
TXN002048,CUST624,ACC55382,1868,16,verified,78231,2025-01-19 16:47:00,upi,internet,MRC4055,Grocery,INR,no,Hyderabad,TS,103.202.57.59,DEV_96020,iOS,45.4,yes,4,19,21649,3.61,0,no,RCV3038,HDFC,Savings,Known,no,none,none
TXN002049,CUST145,ACC95038,1194,40,verified,156237,2025-01-14 01:30:00,neft,branch,MRC1085,Grocery,INR,no,Bengaluru,KA,103.14.84.196,DEV_39190,Web,199.7,yes,2,30,24399,6.4,2,yes,RCV4706,BOB,Savings,Known,no,none,none
TXN002050,CUST766,ACC10760,755,90,verified,26020,2025-01-12 04:17:00,atm,atm,MRC5190,Grocery,INR,no,Bhopal,MP,103.66.209.7,DEV_72948,Android,9.78,yes,5,17,25172,1.03,2,no,RCV6964,HDFC,Current,Unknown,no,none,none
TXN002051,CUST212,ACC34142,908,51,verified,163808,2025-02-06 09:18:00,atm,branch,MRC9237,Clothing,INR,no,Gurgaon,HR,103.165.153.223,DEV_40207,Android,40.26,yes,5,25,6385,25.65,0,no,RCV7374,AXIS,Savings,Known,no,none,none
TXN002052,CUST332,ACC27290,462,39,verified,122311,2025-01-16 04:55:00,imps,branch,MRC9073,Clothing,INR,no,Mumbai,MH,103.63.204.191,DEV_96777,iOS,54.05,yes,5,36,1589,76.93,4,no,RCV7620,SBI,Wallet,Unknown,no,none,none
TXN002053,CUST116,ACC81035,898,55,verified,99011,2025-02-06 13:08:00,neft,pos,MRC3083,Food,INR,no,Jaipur,RJ,103.244.114.126,DEV_72665,iOS,209.33,yes,2,1,8583,11.53,1,yes,RCV1231,BOB,Current,Known,no,none,none
TXN002054,CUST459,ACC10364,860,96,verified,167531,2025-01-26 15:51:00,atm,atm,MRC9201,Clothing,INR,no,Bhopal,MP,103.73.128.254,DEV_60178,Web,74.87,yes,4,26,24131,6.94,0,no,RCV6047,ICICI,Current,Unknown,no,none,none
TXN002055,CUST322,ACC66921,179,36,verified,169585,2025-01-19 22:13:00,credit,atm,MRC3939,Online Marketplace,INR,no,Jaipur,RJ,103.41.138.68,DEV_10692,iOS,46.9,yes,5,18,3735,45.39,2,no,RCV9056,AXIS,Current,Known,no,none,none
TXN002056,CUST965,ACC29797,839,65,verified,70947,2025-01-27 20:39:00,upi,internet,MRC9782,Fuel,INR,no,Hyderabad,TS,103.252.128.192,DEV_38557,Android,198.51,yes,7,17,3397,20.88,1,no,RCV1303,SBI,Current,New,no,none,none
TXN002057,CUST799,ACC42535,707,85,verified,9044,2025-01-10 16:44:00,debit,internet,MRC9223,Grocery,INR,no,Chennai,TN,103.82.177.68,DEV_94532,Web,36.41,yes,3,2,29598,0.31,3,yes,RCV5179,BOB,Savings,Known,no,none,none
TXN002058,CUST547,ACC56300,1090,77,verified,134220,2025-01-09 23:12:00,upi,internet,MRC5141,Electronics,INR,no,Hyderabad,TS,103.253.203.91,DEV_73311,Web,143.72,yes,3,25,5046,26.59,2,no,RCV1798,AXIS,Savings,Unknown,no,none,none
TXN002059,CUST955,ACC57176,1273,90,verified,37312,2025-01-27 08:56:00,credit,mobile,MRC1571,Online Marketplace,INR,no,Chennai,TN,103.187.164.150,DEV_62295,iOS,177.55,no,8,24,18138,2.06,0,yes,RCV9981,ICICI,Current,New,no,none,none
TXN002060,CUST464,ACC26105,778,45,verified,16100,2025-01-29 10:26:00,atm,atm,MRC8235,Clothing,INR,no,Chandigarh,CH,103.4.86.215,DEV_88797,Android,181.21,yes,0,38,12932,1.24,3,no,RCV8341,AXIS,Wallet,New,no,none,none
TXN002061,CUST774,ACC17939,367,9,verified,176826,2025-01-08 17:16:00,upi,pos,MRC9208,Fuel,INR,no,Chandigarh,CH,103.251.80.131,DEV_96917,Web,88.24,yes,8,0,5534,31.95,2,no,RCV7268,HDFC,Current,Unknown,no,none,none
TXN002062,CUST425,ACC89472,210,37,pending,89073,2025-01-26 11:00:00,credit,internet,MRC2540,Clothing,INR,no,Nagpur,MH,103.144.122.157,DEV_82663,iOS,102.3,yes,6,0,16194,5.5,0,no,RCV9786,BOB,Current,Unknown,no,none,none
TXN002063,CUST566,ACC52029,453,87,verified,25634,2025-02-06 01:31:00,neft,internet,MRC5048,Online Marketplace,INR,no,Hyderabad,TS,103.235.53.115,DEV_87788,iOS,192.59,yes,9,29,11777,2.18,3,no,RCV6585,SBI,Current,New,no,none,none
TXN002064,CUST513,ACC25863,1870,1,verified,99995,2025-02-01 23:34:00,atm,internet,MRC2078,Online Marketplace,INR,no,Ahmedabad,GJ,103.88.80.77,DEV_92713,iOS,214.34,no,8,1,21772,4.59,2,yes,RCV6205,ICICI,Savings,Unknown,no,none,none
TXN002065,CUST554,ACC88097,836,66,pending,175393,2025-01-05 13:59:00,pos,internet,MRC2385,Online Marketplace,INR,no,Mumbai,MH,103.22.23.16,DEV_81108,iOS,183.58,yes,2,27,2330,75.24,3,yes,RCV6260,ICICI,Current,High-risk,no,none,none
TXN002066,CUST685,ACC20447,1335,63,pending,144511,2025-01-07 00:06:00,imps,internet,MRC1130,Food,INR,no,Surat,GJ,103.186.51.45,DEV_11761,iOS,80.12,yes,7,26,24615,5.87,5,no,RCV1328,SBI,Wallet,Known,no,none,none
TXN002067,CUST332,ACC56940,1139,43,verified,100992,2025-02-06 15:46:00,neft,mobile,MRC3545,Clothing,INR,no,Surat,GJ,103.208.117.77,DEV_72049,Android,44.34,yes,4,7,16731,6.04,3,yes,RCV4289,AXIS,Savings,Known,no,none,none
TXN002068,CUST323,ACC87947,1835,28,verified,166478,2025-01-16 23:58:00,imps,pos,MRC7722,Grocery,INR,no,Bengaluru,KA,103.186.78.18,DEV_73957,Android,10.03,yes,7,24,8814,18.89,1,no,RCV6008,HDFC,Savings,Unknown,no,none,none
TXN002069,CUST930,ACC95001,110,31,pending,80459,2025-01-14 15:10:00,imps,atm,MRC8452,Clothing,INR,no,Pune,MH,103.126.68.16,DEV_79076,Web,14.51,no,0,18,12641,6.36,2,yes,RCV1717,BOB,Wallet,High-risk,no,none,none
TXN002070,CUST511,ACC29642,1130,69,verified,189306,2025-01-10 04:22:00,neft,pos,MRC7791,Fuel,INR,no,Bhopal,MP,103.96.102.133,DEV_22762,Android,78.13,no,8,12,16740,11.31,3,no,RCV5443,KOTAK,Current,Unknown,no,none,none
TXN002071,CUST671,ACC77643,1698,89,verified,12559,2025-01-03 23:44:00,credit,branch,MRC3423,Travel,INR,no,Kolkata,WB,103.24.174.244,DEV_12854,Android,96.52,yes,6,30,28311,0.44,3,no,RCV3218,HDFC,Savings,New,no,none,none
TXN002072,CUST434,ACC17928,947,8,verified,71817,2025-02-09 13:08:00,credit,atm,MRC5740,Grocery,INR,no,Chandigarh,CH,103.144.247.32,DEV_24703,Android,31.69,yes,1,3,8318,8.63,1,no,RCV1600,BOB,Savings,Known,no,none,none
TXN002073,CUST321,ACC58002,38,34,verified,143380,2025-01-23 16:49:00,debit,internet,MRC8481,Fuel,INR,no,Bhopal,MP,103.138.160.27,DEV_99283,Web,8.5,yes,2,5,26215,5.47,2,yes,RCV9281,AXIS,Wallet,High-risk,no,none,none
TXN002074,CUST136,ACC94853,1539,49,verified,53646,2025-01-27 12:40:00,debit,branch,MRC9985,Grocery,INR,no,Jaipur,RJ,103.105.40.58,DEV_47957,Android,35.1,yes,6,34,28082,1.91,5,no,RCV4490,AXIS,Wallet,New,no,none,none
TXN002075,CUST377,ACC35017,674,96,verified,117886,2025-01-25 17:38:00,imps,branch,MRC8437,Travel,INR,no,Noida,UP,103.246.132.84,DEV_54638,iOS,160.42,yes,8,12,11467,10.28,5,no,RCV1874,HDFC,Current,Unknown,no,none,none
TXN002076,CUST295,ACC89064,1471,58,verified,189163,2025-01-16 06:47:00,upi,branch,MRC4544,Clothing,INR,no,Noida,UP,103.29.173.89,DEV_25172,iOS,119.88,yes,4,7,27096,6.98,1,no,RCV4579,SBI,Savings,Unknown,no,none,none
TXN002077,CUST963,ACC23313,1412,75,verified,78671,2025-02-05 14:45:00,atm,branch,MRC4615,Electronics,INR,no,Indore,MP,103.55.2.112,DEV_33685,Android,148.94,yes,1,22,2856,27.54,0,no,RCV7348,BOB,Current,High-risk,yes,Mule account,system_alert
TXN002078,CUST583,ACC11559,82,47,verified,137048,2025-01-31 18:17:00,debit,internet,MRC5090,Bills,INR,no,Kolkata,WB,103.212.244.11,DEV_24465,Web,294.18,yes,4,34,11334,12.09,5,no,RCV2547,SBI,Current,Unknown,no,none,none
TXN002079,CUST341,ACC60893,263,25,pending,67111,2025-02-07 20:11:00,atm,branch,MRC3534,Bills,INR,no,Nagpur,MH,103.134.25.171,DEV_22544,Android,162.58,yes,5,12,25813,2.6,4,no,RCV7976,HDFC,Savings,Unknown,no,none,none
TXN002080,CUST423,ACC25167,1996,3,verified,128001,2025-01-11 03:50:00,neft,pos,MRC3856,Electronics,INR,no,Chandigarh,CH,103.55.182.230,DEV_40013,Web,0.43,no,0,21,16004,8.0,5,yes,RCV2702,KOTAK,Wallet,High-risk,no,none,none
TXN002081,CUST830,ACC90879,1944,45,verified,157808,2025-01-24 22:49:00,upi,internet,MRC6880,Travel,INR,no,Noida,UP,103.12.254.205,DEV_26109,iOS,50.34,yes,6,39,25530,6.18,5,no,RCV8642,AXIS,Wallet,Unknown,no,none,none
TXN002082,CUST291,ACC48598,525,52,verified,89757,2025-01-13 18:50:00,imps,branch,MRC9845,Fuel,INR,no,Indore,MP,103.152.80.15,DEV_14842,Web,38.93,no,2,28,3957,22.68,2,no,RCV9924,BOB,Savings,Unknown,no,none,none
TXN002083,CUST116,ACC17523,758,96,verified,31078,2025-02-08 18:01:00,pos,branch,MRC7191,Food,INR,no,Jaipur,RJ,103.219.103.168,DEV_66434,Android,53.91,yes,5,5,29309,1.06,1,no,RCV2940,AXIS,Savings,High-risk,no,none,none
TXN002084,CUST623,ACC59777,1583,99,verified,103479,2025-02-02 16:28:00,atm,pos,MRC5442,Grocery,INR,no,Mumbai,MH,103.81.131.39,DEV_95711,iOS,12.07,yes,7,15,29072,3.56,0,no,RCV8273,AXIS,Savings,Known,yes,Card theft,system_alert
TXN002085,CUST500,ACC38439,1053,96,verified,58567,2025-02-04 22:58:00,neft,mobile,MRC6413,Food,INR,no,Chandigarh,CH,103.247.50.208,DEV_43763,Web,50.71,yes,5,22,6068,9.65,0,no,RCV8532,KOTAK,Savings,Known,no,none,none
TXN002086,CUST985,ACC91060,1658,34,verified,156363,2025-01-13 04:14:00,imps,mobile,MRC3410,Grocery,INR,no,Ahmedabad,GJ,103.182.160.125,DEV_38446,Android,142.01,no,2,38,28038,5.58,4,yes,RCV8355,KOTAK,Wallet,New,no,none,none
TXN002087,CUST804,ACC23285,544,69,verified,158073,2025-02-07 01:24:00,pos,pos,MRC8656,Food,INR,no,Chennai,TN,103.38.151.82,DEV_31525,Web,116.08,yes,3,39,20358,7.76,1,no,RCV8511,HDFC,Current,Unknown,no,none,none
TXN002088,CUST121,ACC20973,430,92,pending,11429,2025-01-24 17:57:00,atm,mobile,MRC6143,Grocery,INR,no,Surat,GJ,103.62.233.251,DEV_38026,Android,15.04,yes,3,31,9331,1.22,4,no,RCV3297,HDFC,Current,Known,no,none,none
TXN002089,CUST573,ACC32694,455,92,verified,151228,2025-01-01 10:48:00,upi,atm,MRC4609,Electronics,INR,no,Delhi,DL,103.59.109.127,DEV_67420,Android,48.94,yes,2,22,11566,13.07,1,yes,RCV6541,SBI,Wallet,Known,no,none,none
TXN002090,CUST219,ACC45774,888,8,verified,28125,2025-02-09 15:27:00,debit,atm,MRC1681,Clothing,INR,no,Mumbai,MH,103.97.221.51,DEV_23084,Web,227.37,yes,3,2,22096,1.27,5,no,RCV8222,SBI,Wallet,High-risk,no,none,none
TXN002091,CUST309,ACC14302,145,27,verified,104040,2025-01-24 00:03:00,credit,atm,MRC2118,Grocery,INR,no,Hyderabad,TS,103.48.222.65,DEV_96095,iOS,129.43,yes,1,8,9259,11.24,2,no,RCV7046,BOB,Wallet,Unknown,no,none,none
TXN002092,CUST405,ACC32391,1538,80,verified,142067,2025-01-02 23:03:00,imps,mobile,MRC5476,Grocery,INR,no,Bhopal,MP,103.40.142.247,DEV_68657,iOS,100.22,yes,5,5,19841,7.16,0,no,RCV6398,KOTAK,Wallet,High-risk,no,none,none
TXN002093,CUST369,ACC14611,1966,63,verified,140504,2025-01-06 15:57:00,debit,atm,MRC5748,Travel,INR,no,Indore,MP,103.56.109.48,DEV_42695,iOS,159.92,yes,2,3,24915,5.64,4,no,RCV8088,SBI,Wallet,Known,no,none,none
TXN002094,CUST803,ACC19372,1793,82,verified,107094,2025-02-07 16:30:00,atm,atm,MRC3974,Travel,INR,no,Surat,GJ,103.186.201.5,DEV_42186,Android,54.24,yes,9,19,5749,18.63,2,no,RCV9465,AXIS,Wallet,New,no,none,none
TXN002095,CUST786,ACC34312,1334,25,verified,4782,2025-01-11 19:41:00,neft,mobile,MRC6855,Bills,INR,no,Jaipur,RJ,103.224.191.150,DEV_41309,Web,34.92,yes,4,36,5660,0.84,0,no,RCV4375,KOTAK,Wallet,Known,no,none,none
TXN002096,CUST384,ACC24080,1642,58,pending,101493,2025-01-28 23:51:00,neft,pos,MRC2302,Grocery,INR,no,Bengaluru,KA,103.169.68.167,DEV_17151,Web,37.3,yes,3,4,3522,28.81,5,no,RCV4691,KOTAK,Wallet,Known,no,none,none
TXN002097,CUST815,ACC90618,42,48,verified,102418,2025-01-20 10:01:00,debit,internet,MRC6284,Bills,INR,no,Chandigarh,CH,103.30.141.197,DEV_55454,Android,3.19,yes,5,13,29130,3.52,3,no,RCV3118,KOTAK,Current,New,no,none,none
TXN002098,CUST775,ACC30874,656,1,verified,713,2025-02-01 04:14:00,credit,atm,MRC2900,Grocery,INR,no,Chandigarh,CH,103.96.251.44,DEV_70696,iOS,119.46,yes,3,2,9765,0.07,5,no,RCV4428,ICICI,Wallet,Unknown,no,none,none
TXN002099,CUST862,ACC72537,1800,8,incomplete,191563,2025-01-27 09:57:00,imps,mobile,MRC2082,Clothing,INR,no,Surat,GJ,103.95.11.166,DEV_78216,Web,146.01,yes,5,18,22359,8.57,3,no,RCV1400,KOTAK,Current,High-risk,no,none,none
TXN002100,CUST326,ACC83914,287,21,verified,82663,2025-01-16 19:23:00,imps,internet,MRC9633,Fuel,INR,no,Hyderabad,TS,103.236.149.77,DEV_15657,Web,118.14,yes,9,26,24408,3.39,1,yes,RCV3666,ICICI,Current,High-risk,no,none,none
TXN002101,CUST480,ACC11597,142,98,verified,192669,2025-01-03 17:34:00,debit,internet,MRC4783,Electronics,INR,no,Delhi,DL,103.34.215.98,DEV_23451,iOS,5.48,yes,5,29,8668,22.23,0,yes,RCV6937,BOB,Current,High-risk,no,none,none
TXN002102,CUST559,ACC21600,759,88,verified,148691,2025-01-16 06:38:00,upi,branch,MRC3641,Grocery,INR,no,Delhi,DL,103.206.12.167,DEV_39375,iOS,6.52,no,5,34,4889,30.41,0,no,RCV9176,AXIS,Savings,Unknown,no,none,none
TXN002103,CUST106,ACC13747,1560,90,verified,111288,2025-01-05 22:05:00,atm,internet,MRC2800,Grocery,INR,no,Delhi,DL,103.237.20.185,DEV_75584,iOS,273.73,yes,9,1,7116,15.64,0,no,RCV7817,HDFC,Wallet,High-risk,yes,Mule account,system_alert
TXN002104,CUST128,ACC89415,1822,78,verified,147374,2025-02-02 12:00:00,debit,atm,MRC4349,Clothing,INR,no,Surat,GJ,103.194.199.141,DEV_56318,iOS,13.66,yes,5,1,17450,8.45,3,no,RCV4056,BOB,Current,Known,no,none,none
TXN002105,CUST132,ACC88553,135,29,verified,151255,2025-01-12 13:30:00,upi,pos,MRC5682,Electronics,INR,no,Bhopal,MP,103.241.190.235,DEV_52727,Android,190.5,no,5,14,3464,43.65,1,no,RCV2447,ICICI,Wallet,Known,no,none,none
TXN002106,CUST745,ACC34815,354,30,verified,43422,2025-01-06 01:57:00,imps,atm,MRC8989,Bills,INR,no,Mumbai,MH,103.234.137.96,DEV_92322,iOS,10.64,yes,1,7,27534,1.58,2,no,RCV4484,HDFC,Wallet,Unknown,no,none,none
TXN002107,CUST978,ACC94500,26,3,verified,114949,2025-01-21 11:26:00,atm,branch,MRC6013,Bills,INR,no,Surat,GJ,103.71.183.3,DEV_81671,Android,13.19,yes,2,29,20776,5.53,5,yes,RCV8485,SBI,Savings,Unknown,no,none,none
TXN002108,CUST178,ACC34714,833,7,verified,10113,2025-01-13 16:24:00,imps,internet,MRC2102,Fuel,INR,no,Gurgaon,HR,103.54.114.136,DEV_31961,iOS,93.37,yes,1,37,14554,0.69,2,no,RCV4241,KOTAK,Wallet,Unknown,no,none,none
TXN002109,CUST558,ACC28890,571,11,incomplete,61863,2025-01-13 10:52:00,credit,branch,MRC1433,Bills,INR,no,Noida,UP,103.188.64.60,DEV_90574,iOS,202.98,yes,3,22,25436,2.43,2,yes,RCV1850,SBI,Savings,Known,no,none,none
TXN002110,CUST669,ACC71509,656,32,verified,158513,2025-01-24 00:29:00,neft,atm,MRC9668,Bills,INR,no,Surat,GJ,103.183.214.247,DEV_24271,Android,88.7,yes,5,30,18769,8.45,0,yes,RCV2117,BOB,Wallet,New,no,none,none
TXN002111,CUST637,ACC71824,639,59,verified,101806,2025-01-24 21:23:00,pos,atm,MRC4933,Bills,INR,no,Chennai,TN,103.76.220.52,DEV_28321,Android,9.6,no,1,32,10875,9.36,4,yes,RCV6815,ICICI,Wallet,New,no,none,none
TXN002112,CUST581,ACC14725,1411,12,verified,141991,2025-02-01 15:21:00,upi,atm,MRC7544,Online Marketplace,INR,no,Chennai,TN,103.43.55.93,DEV_27250,iOS,290.44,yes,9,3,1083,130.99,2,no,RCV1307,KOTAK,Savings,New,no,none,none
TXN002113,CUST529,ACC53205,827,79,verified,36861,2025-01-08 06:36:00,credit,pos,MRC8936,Travel,INR,no,Nagpur,MH,103.166.22.148,DEV_59073,Android,73.33,yes,6,38,13620,2.71,5,no,RCV3399,ICICI,Savings,High-risk,no,none,none
TXN002114,CUST837,ACC30684,69,38,verified,54107,2025-01-31 23:38:00,credit,atm,MRC4213,Bills,INR,no,Bhopal,MP,103.102.76.222,DEV_85404,Web,26.66,yes,3,9,9635,5.62,3,no,RCV1311,KOTAK,Savings,High-risk,no,none,none
TXN002115,CUST384,ACC67911,1670,24,verified,160345,2025-01-06 03:37:00,credit,atm,MRC4310,Clothing,INR,no,Bengaluru,KA,103.140.58.253,DEV_86609,iOS,112.13,yes,5,0,21104,7.6,3,no,RCV9125,SBI,Savings,Unknown,no,none,none
TXN002116,CUST615,ACC23092,476,65,verified,131228,2025-01-02 19:57:00,upi,internet,MRC8734,Clothing,INR,no,Gurgaon,HR,103.25.112.215,DEV_57011,iOS,53.89,yes,0,25,3807,34.46,4,no,RCV2347,KOTAK,Savings,High-risk,no,none,none
TXN002117,CUST198,ACC49770,637,18,verified,120072,2025-02-03 06:13:00,atm,pos,MRC4563,Travel,INR,no,Bengaluru,KA,103.88.174.249,DEV_45221,Android,131.12,no,1,38,9226,13.01,2,no,RCV3323,AXIS,Savings,Known,no,none,none
