Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
computer scientist 1,90124.0,"computer scientist

nsbu | melbourne, fl, united states

why join rincon research corporation (rrc)?

at rincon research corporation, our primary business is innovating, developing, and fielding digital signal processing (dsp) products and services for the united states defense and intelligence communities in support of national security.

rincon research corporation seeks a candidate that has a broad software and computer skillset but is interested in advanced signal processing applications.

come join the team that is creating cutting edge signal processing, geolocation, and communication systems for the future!

what are the primary responsibilities in the jr. computer scientist position?

candidate will be responsible for developing within a heterogeneous software repository containing code in python, matlab, c++ and java. candidate will also be responsible for maintaining this repository and its accessibility. machine learning, cloud technology, and a strong cs background is highly desired. good communication skills with ability to interact with remote co-workers and customers are required. looking for people able to find creative and cutting-edge solutions for customer issues.

what required background will make you successful?
bachelor’s degree in computer science, electrical engineering, or other equivalent field of discipline
some experience in scientific programming
experience programming in a high-level language such as c/c++ on unix/linux platforms
experience programming in high level interpreted languages such as python and/or matlab
familiarity with interfacing c/c++ libraries within interpreted languages.
ability to obtain and maintain ts/sci security clearance
us citizenship required
where is the position located?

this position is located at our melbourne, fl office.

what benefits does rrc offer?
100% employer-paid premiums for family medical and dental insurance, employee life insurance, short-term and long-term disability (std & ltd)
flexible reimbursement spending accounts for medical expense and dependent care
immediate participation and vesting in the company’s employee stock ownership plan (esop) and 401(k) plan
employer contributions to rrc’s esop
employer matching contributions to the company’s 401( k) plan
employer discretionary contributions to the company’s 401(k) plan
rincon research corporation is an equal opportunity employer and considers qualified applicants for employment without regard to race, color, creed, religion, national origin, sex, sexual orientation, gender identity and expression, age, disability, veteran status, or any other protected factor.",4.2,"rincon research corporation
4.2","melbourne, fl","tucson, az",201 to 500 employees,1983,company - private,aerospace & defense,aerospace & defense,50100.0,"raytheon technologies, general dynamics, mit lincoln laboratory"
lead data scientist,90124.0,"job description

since 1851, massmutuals commitment has always been to help people protect their families, support their communities, and help one another. this is why we want to inspire people to live mutual. were people helping people.

a career with us means you will work alongside exceptional people and be empowered to reach your professional and personal goals. our employees are the foundation of what makes massmutual a strong, stable and ethical business. we seek and value unique and varied perspectives and experiences because we believe we are stronger when all voices are heard. we invite you to bring your bright, innovative ideas to massmutual as we continue to help millions of americans rely on each other.

description

position summary:

massmutuals advanced analytics group is seeking an exceptional, highly motivated and self-directed data scientist. in this role, you will perform data-driven research, problem solving, and algorithm development through the systematic application of mathematics, statistics and computer science as well as cutting edge data technologies. results of this work manifest themselves in a variety of ways, including interactive visualizations, presentations, publications, web applications, predictive algorithms, and apis.

this is an opportunity to join a small but growing high performing team with diverse backgrounds in applied math, computer science and physics that have been tasked with developing, maintaining and extracting knowledge from a strategic data asset. our work revolves around studying fundamental and high impact business questions that directly impact the direction of the company and industry at large.

overall responsibility:
set strategy and assume a leadership role in a domain of expertise
develop roadmaps for projects and services, data, and technology
oversee operations of algorithm and system deployments
partner with executive leadership to ensure alignment of data science initiatives and company strategy
lead projects and research initiatives
develop algorithms and predictive models, create prototype systems, visualizations, and web applications
design and analyze experiments
assemble data sets from disparate sources and analyze using appropriate quantitative methodologies, computational frameworks and systems
disseminate findings to non-technical audiences through a variety of media, including interactive visualizations, reports and presentations
mentor junior team members
candidate requirements:
industry recognized expertise
7+ years working with data and relevant computational frameworks and systems
7+ years developing of probabilistic models and machine learning algorithms
proficient level of understanding in the following areas and an expert in at least one: machine learning, probability and statistics (esp. bayesian methods), natural language processing, operations research
exceptional problem solving skills and willingness to learn new concepts, methods, and technologies
expert in data analysis using r or python (numpy, scipy, matplotlib, scikit-learn, pandas, etc.) programming languages
knowledge of html/css/javascript, d3.js and web application frameworks (flask, django, play!, etc.)
knowledge of nosql systems, hadoop/map-reduce, spark, hbase, etc.
experience in database design and sql
ability to work in a highly collaborative environment
outstanding communication skills (publication history a plus)
education - m.s. or ph.d. in a quantitative discipline (computer science, statistics, applied mathematics, electrical engineering, physics, etc.) is required

core values
focus on the customer: we understand our customers well and look for every opportunity to deliver an experience that is clear, easy, personal, human, empowering and trustworthy.
act with integrity: we deliver on our promises by being open, honest and humble and by adhering to the letter and spirit of applicable laws, rules, regulations and company policies.
value people: we respect and learn from each others diverse backgrounds, experiences and ideas. we engage and develop people to their greatest potential.
work collaboratively: we work together to achieve results by actively listening, seeking, understanding and creating solutions as a unified team driving toward one company, one culture, and one brand.
achieve results: we focus on winning by exceeding expectations and getting better everyone, every day.",3.7,"massmutual
3.7","boston, ma","springfield, ma",5001 to 10000 employees,1851,company - private,insurance carriers,insurance,10.0,-1
data scientist,90124.0,"we are looking for a data scientist to analyze large amounts of raw information to find patterns that will help improve our company. we will rely on you to build data products to extract valuable business insights.
in this role, you should be highly analytical with a knack for analysis, math, and statistics. critical thinking and problem-solving skills are essential for interpreting data. your goal will be to help our company analyze trends to make better decisions.

key roles:
research and develop statistical learning models for data analysis

define and measure intangible business metrics

communicate research and ideas to leadership

implement new statistical or other mathematical methods as needed for specific models

work with team to develop solutions through appropriate database use and system parameters

what you need to know:
robust pattern recognition

predictive modeling skills

statistical analytics

data analytics

programming languages: vb/c#/t-sql recommended

extensive (5+ years) data mining experience",4.0,"better hire
4.0","birmingham, al","birmingham, al",1 to 50 employees,-1,company - private,-1,-1,,-1
data scientist,90124.0,"equal employment opportunity

parker hannifin's enterprise performance management & analytics team is looking for a full time data scientist who is fluent in using today's data science and mining methods and tools, with excellent communications skills, and who thrives on creatively solving complex problems. this position is located in our global corporate headquarters in cleveland, oh, a very dynamic industrial b2b environment.

as a 100 year old fortune 250 company whom has always been on the forefront of technology, we have more content to work with than most, and we have many of our industry's best and brightest professionals to learn from and partner with across many potential career paths.

successful candidates will be fluent in performing data analytics, using data science methods in today's tolls of the trade, to support, design and implement analytical data products used to enhance our customer and business user interactions and business decisions throughout the corporation.

this position reports to the director of business reporting & analytics, and as part of the enterprise performance management & analytics team, this position supports all levels of management at corporate, groups and divisions, across multiple functional areas and countries.

essential functions:
• subject matter expert in a defined functional area or areas.
• create, maintain and report out on a monthly, quarterly and annual basis, key metrics for defined areas of expertise.
• builds and maintains on-line and off-line predictive models for various key performance measures and or forecasts at the enterprise, group and division levels, and other groupings like sales forces and or clusters of customer populations, and communicates results to decision makers for follow up action.
• identify and investigate trends that warrant deeper analysis, and advise decision makers of implications and potential corrective actions.
• develop and manage data quality and normalization and attribution models and metrics needed to make multiple disparate data sources usable for data mining and other analytical uses
• monitor and adapt models to changing business needs
• define and provide input for experiment design and quantitative analysis within area of expertise.
• support ad hoc requests as a leader, advisor or contributing team member for key projects as needed
• manage the integration of key external data sources into our enterprise data repositories for use by all analytics teams and report writers across the enterprise
• design and manage pattern databases for use in predictive modeling and other data mining analysis
• conform with and contribute to enterprise performance management & analytics governance processes and policies

qualifications:
7-10 years of experience applying advanced analytics and data mining methods that impact business results in area of expertise.
bachelor’s degree in physics, data science, statistics, econometrics, mathematics, operations - management or other quantitative discipline. phd or master's degree preferred.
skilled in data mining, feature engineering, machine learning and advanced statistical analysis in a business setting.
proficient with data wrangling, working with large data sets of varying quality, structured &
un-structured to solve business challenges.
proficient in statistical software (r, python, spss, sas, stata), java, sql, microsoft office, and other tools and data types.
parker is an equal opportunity and affirmative action employer. parker is committed to ensuring equal employment opportunities for all job applicants and employees. employment decisions are based upon job related reasons regardless of race, ethnicity, color, religion, sex, sexual orientation, age, national origin, disability, gender identity, genetic information, veteran status, or any other status protected by law. u.s. citizenship/permanent resident is required for most positions.

(“minority/female/disability/veteran/vevraa federal contractor”)

if you would like more information about equal employment opportunity as an applicant under the law, please go to http://www.eeoc.gov/employers/upload/eeoc_self_print_poster.pdf
and http://www1.eeoc.gov/employers/upload/eeoc_gina_supplement.pdf",3.3,"parker hannifin
3.3","cleveland, oh","cleveland, oh",10000+ employees,1917,company - public,industrial manufacturing,manufacturing,10.0,"eaton, smc corporation, bosch rexroth"
data scientist,90124.0,"you are key to helping global clients make better decisions based on data analytics.

as a data scientist at gallup, you will apply your knowledge of statistical and machine-learning techniques to a wide variety of challenging projects customized to our clients’ complex global research. working on the biggest stage for researchers, you’ll explain and predict large-scale social behavior (e.g., consumer spending, lifestyle trends, political stability, election outcomes, and employee performance and retention) using data from gallup, the web, third parties (e.g., governments, igos and ngos) and our clients. we will count on your expertise with parametric, nonparametric, linear, and nonlinear methods as well as feature selection and variable transformation. and we will depend on your ability to translate data for clients in a comprehensible way.

gallup’s unique data give you an unparalleled opportunity to use your creativity to explore new avenues of social research. if you are passionate about using data to solve the world’s most pressing problems, join gallup — the company that established the gold standard in survey research methodology.

who we want:
analytical thinkers who use their research talents to provide critical insights in advanced analytics for the growing needs of global organizations
curious researchers who apply their instincts and expertise to discover breakthroughs that are key to clients’ growth
sophisticated communicators who can easily explain complex technical material to nontechnical audiences
self-motivated professionals who can manage multiple projects, set a standard of excellence, and consistently deliver exceptional results
data experts who excel at building predictive models using various data sources and techniques to inform business decisions
mission-driven scientists who are motivated to solve the world’s most pressing problems
what you need:
master’s degree required. degree from a statistics, engineering, mathematics, computer science, computational social science, physics, or operations research program preferred. ph.d. a plus.
at least six years of professional work experience conducting analysis and writing code in python and r required.
a deep understanding of the mathematical fundamentals of machine learning and statistics, with an emphasis on nonparametric and nonlinear methods (e.g., random forests, support vector machines, neural networks) required
previous work experience with survey design, sampling, weighting, item nonresponse, imputation and other survey research concepts and challenges preferred
must be currently authorized to work in the united states on a full-time basis
what we offer:
a strengths-based, engagement-focused, and performance-oriented culture
a flexible work environment
world-class managers who support, empower, and engage you
ongoing learning and development opportunities
mission-driven work that changes the lives of people around the world
gallup is an equal opportunity/affirmative action employer that celebrates, supports, and promotes diversity and inclusion. we will consider all qualified applicants without regard to race, color, religion, sex, national origin, disability, protected veteran status, sexual orientation or gender identity, or any other legally protected basis, in accordance with applicable law.",4.1,"gallup
4.1","new york, ny","washington, dc",1001 to 5000 employees,1935,company - private,consulting,business services,,"advisory board, booz allen hamilton, mckinsey & company"
data scientist,90124.0,"job description
business insider and insider inc. create stories that inform and inspire people. data and analysis help guide our business at insider, inc., ensuring that our teams can deliver our stories to our fans as quickly and effectively as possible. analytics practices exist throughout our business units.
our job is to build the tools and connect the trends to help them beat their goals.

the role
we are looking for a data scientist with 3-5 years of overall experience to help evolve our unified data platform that serves as a single source of truth for reporting and analytics needs. it will support evolving data needs, empower the data-informed decision-making process, and accelerate business growth.
you will build and scale our data science infrastructure, partner effectively with various team members and stakeholders across the company to develop internal data science products that everyone can rely on and make impacts across the entire company.

responsibilities
work on the end-to-end data science pipeline: from data collection and cleaning, to building predictive models, to deployment of the results.
collaborate with our consumer subscription's team to understand their problems and goals, develop predictive modeling, statistical analysis, reports and performance metrics.
use strong knowledge in algorithms and predictive models to investigate problems, detect patterns and recommend solutions.
apply your expertise in quantitative analysis, data mining to see beyond the numbers and understand how our users interact with both our consumer and business products.
play a foundational role in deciding how we can best engage and grow insider users by determining and helping execute on growth opportunities.

what we are looking for
experience in statistics and predictive/advanced analytics with tools such as r and python
practical, hands-on experience with a wide variety of statistical modeling methods.
proven ability to effectively communicate technical solutions to engineering teams and business stakeholders

about us

insider inc. is a global news and lifestyle publication with teams in new york, london, san francisco, los angeles, and beyond. our mission is to inform and inspire the digital generation and become the most influential and loved journalism brand in the world. to do this, we delight our audience, clients, and colleagues and we get better every day (you’ll hear that mantra a lot). our employees are world-class storytellers, excellent communicators, “good eggs”, and—most of all—effective. we make things happen, love what we do, and have fun while we do it. you can read more about our mission, values, and culture here and more about our company and brands here.

our newsroom has three divisions: business insider, insider news, and insider life. as the 4th largest digital media brand in the u.s, we tell stories that command attention and inspire action. we equip a curious and action-oriented audience of more than 375 million, including half of all u.s. millennials on the internet, with the information and inspiration they need to keep the world, and their lives, moving forward. the company started by building the world’s largest digital business news site which and has continued to grow and evolve to match the changing passions and interests of its audience. insider inc. is home to 50+ content verticals, the #1 daily news show on facebook, and we publish 16 global editions in 8 languages.

we’re always growing, and we’re looking for talented, curious, and motivated individuals to join our team. we'd love to hear from you - even if you don't meet 100% of our requirements.",3.3,"insider inc
3.3","new york, ny","new york, ny",201 to 500 employees,2007,company - private,news outlet,media,50100.0,-1
data scientist,90124.0,"encouraging diversity applicants required skills 2 years professional experience as software development engineer, data scientist, or machine learning engineer proficient in python, with solid background in data structures and algorithms professional experience with computer vision knowledge of image classification, object detection resnet, yolo, etc., in pytorch middot bachelorrsquos degree in econometrics, economics, engineering, mathematics, applied sciences, statistics or job-related discipline or equivalent experience middot job-related experience, 7 years, or masterrsquos degree and job-related experience, 5 years, or doctorate position responsibilities middot applies machine learning and other analytical modeling methods to develop robust and reliable analytical models, including visualizations, within software development environment. middot gathers, cleans, transforms, andor reduces data from dissimilar sources from across organization. middot collaborates with team members and stakeholders to effectively manage the lifecycle of a model, retraining, replacing or sunsetting models when appropriate. middot shares and collaborates with other data scientists. middot delivers best-in-class software as part of a software delivery team. mandatory skills python aws - glue (etl) aws - redshift very strong sql capabilities background experience with the data science lifecycle, including data engineering, feature engineering, model building and evaluation, model deployment. knowledge of commonly used data science programming languages, packages, and tools, especially python. understanding of data sciencemachine learning models and algorithms, not limited to deep learning (cnn, rnn etc), decision trees (e.g. xgboost, random forest), unsupervised techniques (e.g. clustering, anomaly detection), natural language processing and statistical methods. experience training models in a public cloud environment, using tools such as jupyter, aws sagemaker. ability to synthesize complex information into clear insights and translate those insights into decisions and actions. ability to clearly communicate complex technical details and insights to colleagues and stakeholders. middot knowledge of the mathematical and statistical fields that underpin data science middot knowledge of systems thinking and decomposition of complex problems. position responsibilities middot applies machine learning and other analytical modeling methods to develop robust and reliable analytical models, including visualizations, within software development environment. middot gathers, cleans, transforms, andor reduces data from dissimilar sources from across organization. middot collaborates with team members and stakeholders to effectively manage the lifecycle of a model, retraining, replacing or sunsetting models when appropriate. middot shares and collaborates with other data scientists. middot delivers best-in-class software as part of a software delivery team.",3.9,"rapid value solutions
3.9","san francisco, ca","pleasanton, ca",201 to 500 employees,2009,company - private,it services,information technology,,-1
environmental data science,90124.0,"we are currently seeking an environmental data scientist. this is a position located in norwell, massachusetts.

battelle is guided by a founding mission. we invest our knowledge, talents and resources, helping our customers achieve their most important goals. we apply scientific rigor and creativity, succeeding where others may fail, and we invest in our communities, making the world better for generations to come. all of us share a common purpose: to solve the greatest challenges of today and tomorrow.

our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and environmental management. battelle’s work is grounded in the belief that science, technology and a passion for excellence can make industries more competitive and the world a better place.
job summary
battelle’s norwell operations performs environmental monitoring and assessment with a focus on marine and aquatic systems. our information management group specializes in the development and operation of database and web systems for the management of physical, chemical, and ecological data from large environmental field investigations including oil spill, environmental remediation, and environmental monitoring programs.

the individual sought will have an impact on the way environmental data is collected, managed, and applied to environmental monitoring and remediation decision making. candidate must display initiative, strong work ethic, ability to work in a collaborative environment and commitment to excellence.

as a data scientist you will work with other data scientists, environmental scientists, laboratory chemists, biologists, ecologists, database developers and project managers on interdisciplinary projects, using math, stats and database methods to derive structure and knowledge from raw data across various environmental disciplines.
major responsibilities
work quasi-independently on environmental data management projects under the direction of the project manager: query databases; gather, compile, clean data from multiple sources; unsupervised data analysis; build data pipelines
work with subject matter experts to perform data management and quality assurance for environmental data products and assist with code-based revision of existing data
develop requirements and create etl designs and mapping specifications for environmental chem, bio, eco, geo, tox data
oversee others in extracting data from existing databases or literature and preparing data for database assimilation and analysis
load analytical data via electronic data deliverables (edds) from laboratories into project-specific databases
load survey data and field results into project-specific databases
perform routine queries on large datasets
develop, document, and implement algorithms or procedures to monitor and improve data quality
investigate quality issues stemming from data collection, gaps in expected data, or problems with the data processing pipeline
effectively communicate with multiple teams to troubleshoot data application and data quality issues and improve data processes
build relationships with internal and external clients and present research results
assist with proposal efforts as needed. write technical approach contributions and contribute to discussion of level of effort required for components of work
support business development efforts led by others and secure follow-on work
the following requirements must be met to be considered for this position
ms with 2 years’ experience or bs with 5 years’ experience in computer science, chemistry, biology, ecology, environmental science, applied statistics or related major
programming experience in sql and at least two of the following languages: php, javascript, r, matlab
experience in analysis of analytical chemistry, biological diversity, or toxicological data
strong etl design and development experience
problem solving ability
initiative & self-management; ability to accomplish tasks within established time frames
good presentation and communication skills with the ability to explain complex analytical concepts to people from other fields
the following is desired, but not required to be considered for this position
experience in oracle
gis and ms access experience
familiarity with environmental sampling
experience in analytical laboratory data review
legal disclaimer
the above statements are intended to describe the nature and level of work being performed by people assigned to this job. they are not intended to be an exhaustive list of all responsibilities, activities and skills required of staff members. no statement herein is intended to imply any authorities to commit battelle unless special written permission is granted by battelle’s legal department.

benefits

battelle’s competitive benefits program includes comprehensive medical and dental care, matching 401k, paid time off, flexible spending accounts, disability coverage, and other benefits that help provide financial protection for you and your family.

battelle provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation, gender identity, marital status, age, genetic information, disability, veteran-status, or any other characteristic protected under applicable federal, state, or local law. our goal is for each staff member to have the opportunity to grow to the limits of their abilities and to achieve personal and organizational objectives. we will support positive programs for equal treatment of all staff and full utilization of all qualified employees at all levels within battelle.

for more information about our other openings, please visit www.battelle.org/careers",3.1,"battelle
3.1","norwell, ma","columbus, oh",10000+ employees,1929,nonprofit organization,research & development,business services,510.0,-1
computational behavioral scientist,90124.0,"the machine intelligence research and applications (mira) group at ntrepid is composed of a mix of junior and senior, scientists and technologists, with the goal of attending to both: the subtlety of fundamental questions, as well as those of implementation and integration of computational tools. modeled to imitate the culture of transformative fields like computational and experimental physics, where mutual respect among scientists and technologists has been a cornerstone of success. we are as passionate about the fast-emerging disruptive advances in machine intelligence research as we are about the essential developments in computing, and the craftsmanship required for turning ideas into impact.
ntrepid is looking for innovative computational behavioral and social scientists with a background and interest in software development to join our machine intelligence research group.
as part of our research and development team you will help us develop and realize data analysis, modeling strategies, and tools to improve our products and support our customers by integrating insights from the emerging fields of computational behavioral and social sciences. you will contribute your field and unique perspective to research and development efforts that integrate and advance the state of the art in social media content, communications, and network analysis.
working to advance tools and methods in these areas will offer ample opportunities to develop your multiple talents. you will participate in: research and algorithm design, design and development of api services, and the development of data visualizations and user experiences that promote data interpretation and understanding.

evaluate current research and new technologies in light of our products and customer needs, and use your insights to deliver new capabilities
research and design methodologies,modeling strategies, and tools that support social media data analysis which integrate computational behavioral and social science perspectives
collect and process a variety of data, structured and unstructured.
develop quantitative models and data analysis strategies.
develop and help deploy web-based services and applications.
design, implement, evaluate, and refine product prototypes.

u.s. citizenship required
must be able to obtain/maintain a security clearance
advanced degree or relevant experience in computational social or behavioral science, social or behavioral science with a quantitative methods orientation, or other quantitative field
proven capacity to model and solve problems using quantitative approaches
experience and clear understanding of machine learning and statistical modeling
experience managing and working with structured and unstructured data
ability to rapidly develop prototypes as well as write production quality code
experience with static (java, c, c++), dynamic (ruby, python), and mathematical and statistical (r, matlab, julia) languages; 5+ years combined experience, with 2+ years in any particular language
experience managing and modeling data using relational (postgres, mysql), nosql (redis, neo4j, mongodb) and search (elasticsearch, solr) technologies.
familiarity with modern web frameworks, application architectures, languages, and libraries (rails, django, mvc, javascript, bower, node, d3, plotly)",4.2,"ntrepid
4.2","herndon, va","herndon, va",201 to 500 employees,2010,company - private,it services,information technology,50100.0,"bromium, fireeye, authentic8"
data scientist,90124.0,"full time data scientist

the drive media is seeking a full time data scientist to unlock the value drivers in our publishing operations. this role will report to the cto and provide ad-hoc analytics as well as build automated, repeatable models to integrate into our content management systems (cms) and business intelligence and operations dashboards.

candidate must have strong data analysis skills, functional experience with machine learning models, and the ability to effectively communicate findings and model efficacy to the business including explaining insight nuances from the internals of the models (e.g., feature importance). since our published works are the core of our business, we also require experience with natural language processing (nlp).

roles & responsibilities:
create machine learning models to actively deploy within our cms and analytics platforms
perform ad-hoc analysis based on data from our databases, metrics systems and 3rd party data
extract insights and produce business reports about split tests, back tests and text content metrics
collaborate with executive team to ensure clear understanding of test results and limits of predictive models
required skills:
expert sql and excel reporting
python + scikit learn + jupyter notebooks
natural language processing (nlp) - preferably experience with python nltk
data visualization
lightgbm, xgboost or tensorflow
excellent written and verbal communication to technical and non-technical audiences
bonus skills:
experience with publishing + advertising
php + javascript
image feature extraction
clustering & unsupervised learning
desired background:
bachelor's degree or equivalent experience
2+ years of experience with data science in media or publishing
4+ years of experience in data analysis and / or software development or a higher degree that included practical application experience
powered by jazzhr",5.0,"the drive media, inc.
5.0","new york, ny",-1,unknown,-1,unknown,-1,-1,,-1
staff bi and data engineer,90124.0,"job description: staff bi and data engineer
location: san jose, ca (or) new york, ny
department: data engineering
hours/shift: full time
reports to: vp, data engineering
job description:
affinity solutions is looking for a hands-on and self-driven staff bi and data engineer, preferably with experience in the bank card loyalty/fin-tech/advertising/marketing space, to enhance and automate its data and analytics infrastructure to support its growing customer base and expanding partner ecosystem. the position is based in san jose, ca., and reports into the data engineering division. the demand for advanced analytical solutions continues to grow exponentially, and this is your opportunity to grow with us in a fast-paced, collaborative environment.
the ideal candidate is a passionate and highly skilled individual, who can utilize programming and analytics tools such as sql, python, and tableau to query and process large data sets to produce high quality customer facing data deliverables and insights. if you have experience designing and building business intelligence/analytics applications, especially around credit/debit card transactions, unified consumer behavioral and profile data, and excited about leveraging your experience to catapult a venture-backed company into hyper-growth, this job is for you.
responsibilities:
develop high quality analytical data assets with an eye towards process efficiency and automation through scripting. experience in building data marts is a plus.
build automated qa process to validate the quality of the data and report on data quality
communicate and present data to both internal and external customers by developing reports/dashboards/charts using bi tools such as tableau
work closely with a dynamic and growing team of account managers, data engineers and data scientists to perform quantitative analysis of customer data, including gathering data requirements and validate data, applying judgement and statistical analysis to assist with planning and decision making.
other responsibilities include but not limited to - data validation, troubleshooting issues, and process documentation.
qualifications:
bachelor’s or master’s degree in computer science or related field such as mathematics and statistics, preferably with focus on data analytics.
at least 3 years of hands-on experience in designing and building data pipelines, analytical data applications and bi reporting.
proficient in sql and tableau, familiar with at least one coding language in python/shell scripting.
experience in using cloud based managed services and big data environments for data warehousing/analytics is a big plus – e.g. amazon redshift, google bigquery, spark, mapr etc.,
very strong written and verbal communication skills; ability to tell a story with the data
analytical thinker, with an ability to evaluate multiple products/technologies to address various aspects of a big data platform.
experience working on unix / linux development and production environments
experience working in agile software development environments
strong organization skills with attention to detail is a must.
ability to manage multiple conflicting priorities, take proactive ownership of problems and outcomes, think outside the box
knowledge of retail and financial verticals is useful but not required.",2.9,"affinity solutions
2.9","san jose, ca","new york, ny",51 to 200 employees,1998,company - private,advertising & marketing,business services,,"commerce signals, cardlytics, yodlee"
principal machine learning scientist,90124.0,"today, nearly every business in the world has to do bookkeeping and accounting in order to file taxes, understand financial health, and most importantly, make strategic business decisions. the process is universally manual, tedious, and error prone. at the same time, the process follows well-defined rules, abides by industry standardization, and has become increasingly data-rich. it’s a product-focused machine learning team’s dream. sage intacct artificial intelligence labs “sail” is a nimble team within sage intacct building the future of cloud accounting by leveraging artificial intelligence. the sail team builds capabilities to help businesses make better decisions through data-powered insights. we are looking for a principal machine learning scientist in san francisco to help us ship ai-powered products and services. as a part of our cross-functional team, including data scientists and engineers, you will help steer the direction of the entire company’s artificial intelligence / machine learning effort and you will also be a key individual contributor.

responsibilities:
solving problems from ideation to production, using machine learning.
experimenting, training, tuning, and shipping machine learning models.
writing production-quality code.
exploratory data analyses and investigations.
working with product managers to translate product/business problems into tractable machine learning problems.
working with machine learning infrastructure engineers to ship models.
presenting findings, results, and performance metrics to team.
basic qualifications:
ms in computer science, electrical engineering, statistics, physics, or similar quantitative field.
strong theoretical foundations in linear algebra, probability theory, optimization.
strong programming skills in python.
4+ years of hands-on experience in working with numpy, scipy, scikit-learn, pandas.
4+ years industry experience shipping production machine learning models.
experience communicating projects to both technical and non-technical audiences.
you know what these things are (in no particular order): logistic regression, gradient descent, regularization, cross-validation, overfitting, bias, variance, convex optimization, eigenvectors, relational databases, sql, latency, computational complexity, sparse matrices.
preferred qualifications:
phd in computer science, electrical engineering, statistics, physics, or similar quantitative fields.
publications in top conferences.
experience writing complex sql queries.
you have deep experience with these things: logistic regression, gradient descent, regularization, cross-validation, overfitting, bias, variance, convex optimization, eigenvectors, relational databases, sql, latency, computational complexity, sparse matrices.
you may be a fit for this role if you:
you’re comfortable with investigating open-ended problems and coming up with concrete approaches to solve them.
you know when to use machine learning and when not to!
you’re a deeply curious person.
you can wrangle data like a pro alligator wrestler and come out relatively unscathed.
you often think about applications of machine learning in your personal life.
what it’s like to work here:

you will have an opportunity to work on a small and growing team based in san francisco in an environment where engineering is central to what we do. the products we build are breaking new ground, and we have a focus on providing the best environment to allow you to do what you do best - solve problems, collaborate with your team and push first class software. we promote an open diverse environment, encourage contributions to open-source software and invest heavily in our staff. our team is talented, capable and inclusive. we know that great things can only be done with great teams and look forward to building and working with a great people.",4.7,"sage intacct
4.7","san francisco, ca","san jose, ca",501 to 1000 employees,1999,subsidiary or business segment,computer hardware & software,information technology,,-1
principal data scientist - machine learning,90124.0,"are you a highly experienced data scientist with exceptional machine learning skills and experience supporting critical initiatives focused on improving various customer and financial metrics?

do you thrive in an environment where you not only dive deep to find data driven insights, but craft meaningful and articulate recommendations that can be discussed and acted upon with your peers?

do you love the idea of functioning as key member of our data platform team, and serving as a subject matter expert to various functional business partners?

if “yes”, then the principal data scientist position here at constant contact may be just what you’re looking for.

what you’ll do:
analyze customer data aimed at improving customer retention and to drive customer engagement strategies
work with the business to develop data based inquiries, and conduct data exploration and data mining to determine drivers of retention and customer value.
design and evaluate test and learn campaigns aimed at improving customer retention, engagement and success while optimizing business kpis
partner closely with business stakeholders to ensure insights are leading to action and measuring the business impact
who you are:
ms or phd degree in data science
demonstrated expertise with machine learning methods is a must - optimization, metrics, vision-based models
extensive experience with multiple big data platforms such as hadoop, spark, aws and google cloud
proven experience developing data visualizations to enable data exploration, illustrate an insight or tell a story
experience with python, scala and/or r
practical knowledge applying analytical techniques such as survival and failure analysis, regression, decision trees, segmentation, clustering, and other techniques to describe patterns and make predictions with real-world data
understanding of sampling and testing methodology including a/b splits and multivariate testing
strong communicator with demonstrated experience translating analytic findings to business insights and influencing business stakeholders to drive action and improved business performance
comfortable interacting with senior leadership
*this position will be remote to start, onsite in waltham in the future
why you’ll love us:
it’s all onsite. we have dry cleaning, a barber shop, a full service cafeteria, and even boston sports clubs (at a discounted rate for our fitness fanatics!)
abundant fun. golf club, kickball and softball leagues, mario kart and bubble hockey tournaments, three wheeler races, and friday beer cart - there’s a way for everyone to let loose
local pride. we’re wicked proud, which means when any of our teams - bruins, patriots, red sox, celtics, and revolution - kick off their season, you can bet there’s going to be a party to cheer them on. go ahead and wear your jersey to work
dine al fresco. our gorgeous patios make for rejuvenating lunch and coffee breaks
it’s super easy to get here. we offer a subsidized shuttle from the alewife t stop if you prefer public transportation, and we have plenty of free onsite parking, too
we’ve got you covered. from 401k, generous pto, tuition reimbursement, casual dress code and excellent medical, dental, and vision - we’re there for you!
req id 4281",3.6,"constant contact
3.6","waltham, ma","waltham, ma",unknown,1995,subsidiary or business segment,advertising & marketing,business services,,"drip, icontact, mailchimp"
